ayah_id,ayah_text,normalized_text
1807,ما تسبق من أمة أجلها وما يستأخرون,ما تسبق من امه اجلها وما يستاخرون
1808,وقالوا يا أيها الذي نزل عليه الذكر إنك لمجنون,وقالوا يا ايها الذي نزل عليه الذكر انك لمجنون
1809,لو ما تأتينا بالملائكة إن كنت من الصادقين,لو ما تاتينا بالملايكه ان كنت من الصادقين
1810,ما ننزل الملائكة إلا بالحق وما كانوا إذا منظرين,ما ننزل الملايكه الا بالحق وما كانوا اذا منظرين
1811,إنا نحن نزلنا الذكر وإنا له لحافظون,انا نحن نزلنا الذكر وانا له لحافظون
1812,ولقد أرسلنا من قبلك في شيع الأولين,ولقد ارسلنا من قبلك في شيع الاولين
1813,وما يأتيهم من رسول إلا كانوا به يستهزئون,وما ياتيهم من رسول الا كانوا به يستهزيون
1814,كذلك نسلكه في قلوب المجرمين,كذلك نسلكه في قلوب المجرمين
1815,لا يؤمنون به ۖ وقد خلت سنة الأولين,لا يومنون به ۖ وقد خلت سنه الاولين
1816,ولو فتحنا عليهم بابا من السماء فظلوا فيه يعرجون,ولو فتحنا عليهم بابا من السماء فظلوا فيه يعرجون
1817,لقالوا إنما سكرت أبصارنا بل نحن قوم مسحورون,لقالوا انما سكرت ابصارنا بل نحن قوم مسحورون
1818,ولقد جعلنا في السماء بروجا وزيناها للناظرين,ولقد جعلنا في السماء بروجا وزيناها للناظرين
1819,وحفظناها من كل شيطان رجيم,وحفظناها من كل شيطان رجيم
1820,إلا من استرق السمع فأتبعه شهاب مبين,الا من استرق السمع فاتبعه شهاب مبين
1821,والأرض مددناها وألقينا فيها رواسي وأنبتنا فيها من كل شيء موزون,والارض مددناها والقينا فيها رواسي وانبتنا فيها من كل شيء موزون
1822,وجعلنا لكم فيها معايش ومن لستم له برازقين,وجعلنا لكم فيها معايش ومن لستم له برازقين
1823,وإن من شيء إلا عندنا خزائنه وما ننزله إلا بقدر معلوم,وان من شيء الا عندنا خزاينه وما ننزله الا بقدر معلوم
1824,وأرسلنا الرياح لواقح فأنزلنا من السماء ماء فأسقيناكموه وما أنتم له بخازنين,وارسلنا الرياح لواقح فانزلنا من السماء ماء فاسقيناكموه وما انتم له بخازنين
1825,وإنا لنحن نحيي ونميت ونحن الوارثون,وانا لنحن نحيي ونميت ونحن الوارثون
1826,ولقد علمنا المستقدمين منكم ولقد علمنا المستأخرين,ولقد علمنا المستقدمين منكم ولقد علمنا المستاخرين
1827,وإن ربك هو يحشرهم ۚ إنه حكيم عليم,وان ربك هو يحشرهم ۚ انه حكيم عليم
1828,ولقد خلقنا الإنسان من صلصال من حمإ مسنون,ولقد خلقنا الانسان من صلصال من حما مسنون
1829,والجان خلقناه من قبل من نار السموم,والجان خلقناه من قبل من نار السموم
1830,وإذ قال ربك للملائكة إني خالق بشرا من صلصال من حمإ مسنون,واذ قال ربك للملايكه اني خالق بشرا من صلصال من حما مسنون
1831,فإذا سويته ونفخت فيه من روحي فقعوا له ساجدين,فاذا سويته ونفخت فيه من روحي فقعوا له ساجدين
1832,فسجد الملائكة كلهم أجمعون,فسجد الملايكه كلهم اجمعون
1833,إلا إبليس أبى أن يكون مع الساجدين,الا ابليس ابي ان يكون مع الساجدين
1834,قال يا إبليس ما لك ألا تكون مع الساجدين,قال يا ابليس ما لك الا تكون مع الساجدين
1835,قال لم أكن لأسجد لبشر خلقته من صلصال من حمإ مسنون,قال لم اكن لاسجد لبشر خلقته من صلصال من حما مسنون
1836,قال فاخرج منها فإنك رجيم,قال فاخرج منها فانك رجيم
1837,وإن عليك اللعنة إلى يوم الدين,وان عليك اللعنه الي يوم الدين
1838,قال رب فأنظرني إلى يوم يبعثون,قال رب فانظرني الي يوم يبعثون
1839,قال فإنك من المنظرين,قال فانك من المنظرين
1840,إلى يوم الوقت المعلوم,الي يوم الوقت المعلوم
1841,قال رب بما أغويتني لأزينن لهم في الأرض ولأغوينهم أجمعين,قال رب بما اغويتني لازينن لهم في الارض ولاغوينهم اجمعين
1842,إلا عبادك منهم المخلصين,الا عبادك منهم المخلصين
1843,قال هذا صراط علي مستقيم,قال هذا صراط علي مستقيم
1844,إن عبادي ليس لك عليهم سلطان إلا من اتبعك من الغاوين,ان عبادي ليس لك عليهم سلطان الا من اتبعك من الغاوين
1845,وإن جهنم لموعدهم أجمعين,وان جهنم لموعدهم اجمعين
1846,لها سبعة أبواب لكل باب منهم جزء مقسوم,لها سبعه ابواب لكل باب منهم جزء مقسوم
1847,إن المتقين في جنات وعيون,ان المتقين في جنات وعيون
1848,ادخلوها بسلام آمنين,ادخلوها بسلام امنين
1849,ونزعنا ما في صدورهم من غل إخوانا على سرر متقابلين,ونزعنا ما في صدورهم من غل اخوانا علي سرر متقابلين
1850,لا يمسهم فيها نصب وما هم منها بمخرجين,لا يمسهم فيها نصب وما هم منها بمخرجين
1851,نبئ عبادي أني أنا الغفور الرحيم,نبي عبادي اني انا الغفور الرحيم
1852,وأن عذابي هو العذاب الأليم,وان عذابي هو العذاب الاليم
1853,ونبئهم عن ضيف إبراهيم,ونبيهم عن ضيف ابراهيم
1854,إذ دخلوا عليه فقالوا سلاما قال إنا منكم وجلون,اذ دخلوا عليه فقالوا سلاما قال انا منكم وجلون
1855,قالوا لا توجل إنا نبشرك بغلام عليم,قالوا لا توجل انا نبشرك بغلام عليم
1856,قال أبشرتموني على أن مسني الكبر فبم تبشرون,قال ابشرتموني علي ان مسني الكبر فبم تبشرون
1857,قالوا بشرناك بالحق فلا تكن من القانطين,قالوا بشرناك بالحق فلا تكن من القانطين
1858,قال ومن يقنط من رحمة ربه إلا الضالون,قال ومن يقنط من رحمه ربه الا الضالون
1859,قال فما خطبكم أيها المرسلون,قال فما خطبكم ايها المرسلون
1860,قالوا إنا أرسلنا إلى قوم مجرمين,قالوا انا ارسلنا الي قوم مجرمين
1861,إلا آل لوط إنا لمنجوهم أجمعين,الا ال لوط انا لمنجوهم اجمعين
1862,إلا امرأته قدرنا ۙ إنها لمن الغابرين,الا امراته قدرنا ۙ انها لمن الغابرين
1863,فلما جاء آل لوط المرسلون,فلما جاء ال لوط المرسلون
1864,قال إنكم قوم منكرون,قال انكم قوم منكرون
1865,قالوا بل جئناك بما كانوا فيه يمترون,قالوا بل جيناك بما كانوا فيه يمترون
1866,وأتيناك بالحق وإنا لصادقون,واتيناك بالحق وانا لصادقون
1867,فأسر بأهلك بقطع من الليل واتبع أدبارهم ولا يلتفت منكم أحد وامضوا حيث تؤمرون,فاسر باهلك بقطع من الليل واتبع ادبارهم ولا يلتفت منكم احد وامضوا حيث تومرون
1868,وقضينا إليه ذلك الأمر أن دابر هؤلاء مقطوع مصبحين,وقضينا اليه ذلك الامر ان دابر هولاء مقطوع مصبحين
1869,وجاء أهل المدينة يستبشرون,وجاء اهل المدينه يستبشرون
1870,قال إن هؤلاء ضيفي فلا تفضحون,قال ان هولاء ضيفي فلا تفضحون
1871,واتقوا الله ولا تخزون,واتقوا الله ولا تخزون
1872,قالوا أولم ننهك عن العالمين,قالوا اولم ننهك عن العالمين
1873,قال هؤلاء بناتي إن كنتم فاعلين,قال هولاء بناتي ان كنتم فاعلين
1874,لعمرك إنهم لفي سكرتهم يعمهون,لعمرك انهم لفي سكرتهم يعمهون
1875,فأخذتهم الصيحة مشرقين,فاخذتهم الصيحه مشرقين
1876,فجعلنا عاليها سافلها وأمطرنا عليهم حجارة من سجيل,فجعلنا عاليها سافلها وامطرنا عليهم حجاره من سجيل
